file,DertResNet50,YOLOv8,insightface,SAHI_YOLOv8,YOLOv8x_BB158_500_t16_b
2022-08-29_12-46-48.jpg,30.000,30.000,30.000,30.000,30.000
2022-08-29_12-53-48.jpg,36.000,36.000,36.000,36.000,36.000
2022-08-29_13-13-48.jpg,42.000,42.000,42.000,42.000,42.000
2022-08-29_13-16-48.jpg,39.000,39.000,39.000,39.000,39.000
2022-08-29_13-33-47.jpg,42.000,42.000,42.000,42.000,42.000
2022-08-29_13-46-47.jpg,37.000,37.000,37.000,37.000,37.000
2022-08-29_13-53-48.jpg,36.000,36.000,36.000,36.000,36.000
2022-08-29_14-06-47.jpg,46.000,46.000,46.000,46.000,46.000
2022-08-29_14-13-48.jpg,73.000,73.000,73.000,73.000,73.000
2022-08-29_14-26-47.jpg,49.000,49.000,49.000,49.000,49.000
2022-08-29_14-33-48.jpg,69.000,69.000,69.000,69.000,69.000
2022-08-29_14-46-47.jpg,61.000,61.000,61.000,61.000,61.000
2022-08-29_14-53-48.jpg,85.000,85.000,85.000,85.000,85.000
2022-08-29_15-06-48.jpg,41.000,41.000,41.000,41.000,41.000
2022-08-29_15-13-47.jpg,58.000,58.000,58.000,58.000,58.000
2022-08-29_15-21-08.jpg,13.000,13.000,13.000,13.000,13.000
2022-08-29_15-33-48.jpg,82.000,82.000,82.000,82.000,82.000
2022-08-29_15-36-47.jpg,65.000,65.000,65.000,65.000,65.000
2022-08-29_15-53-48.jpg,81.000,81.000,81.000,81.000,81.000
2022-08-29_16-13-49.jpg,70.000,70.000,70.000,70.000,70.000
2022-08-29_16-26-47.jpg,39.000,39.000,39.000,39.000,39.000
2022-08-29_16-46-47.jpg,29.000,29.000,29.000,29.000,29.000
2022-08-29_17-03-48.jpg,40.000,40.000,40.000,40.000,40.000
2022-08-29_17-06-47.jpg,29.000,29.000,29.000,29.000,29.000
2022-08-29_17-23-48.jpg,29.000,29.000,29.000,29.000,29.000
2022-08-29_17-36-47.jpg,22.000,22.000,22.000,22.000,22.000
2022-08-29_18-03-48.jpg,48.000,48.000,48.000,48.000,48.000
2022-08-29_18-33-47.jpg,47.000,47.000,47.000,47.000,47.000
2022-08-30_13-40-16.jpg,38.000,38.000,38.000,38.000,38.000
2022-08-31_09-50-16.jpg,2.000,2.000,2.000,2.000,2.000
2022-09-02_13-50-14.jpg,92.000,92.000,92.000,92.000,92.000
2022-09-02_15-00-16.jpg,6.000,6.000,6.000,6.000,6.000
2022-09-02_15-50-16.jpg,94.000,94.000,94.000,94.000,94.000
2022-09-02_16-30-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-09-02_17-20-16.jpg,69.000,69.000,69.000,69.000,69.000
2022-09-02_18-30-16.jpg,45.000,45.000,45.000,45.000,45.000
