file,metric,DertResNet50_pre_BB426,insightface_pre_BB426,YOLOv8x_pre_BB426,YOLOv8x_pre_BB426_SAHI,YOLOv8x_BB158_500_t16_b,YOLOv8x_BB426_760_t31_b,best_model_name
2022-09-08_08-50-16.jpg,f1score,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-09-08_08-50-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-09-08_08-50-16.jpg,mAP,0.950,0.000,1.000,1.000,1.000,0.900,YOLOv8x_pre_BB426
2022-09-10_14-41-54.jpg,accuracy,0.278,0.000,0.600,0.727,0.900,0.800,YOLOv8x_BB158_500_t16_b
2022-09-10_14-41-54.jpg,precision,0.357,0.000,0.857,0.800,0.900,0.889,YOLOv8x_BB158_500_t16_b
2022-09-10_14-41-54.jpg,recall,0.556,0.000,0.667,0.889,1.000,0.889,YOLOv8x_BB158_500_t16_b
2022-09-10_14-41-54.jpg,f1score,0.435,0.000,0.750,0.842,0.947,0.889,YOLOv8x_BB158_500_t16_b
2022-09-10_14-41-54.jpg,support,9.000,0.000,9.000,9.000,9.000,9.000,DertResNet50_pre_BB426
2022-09-10_14-41-54.jpg,mAP,0.255,0.000,0.561,0.720,0.846,0.728,YOLOv8x_BB158_500_t16_b
2022-09-10_17-57-26.jpg,accuracy,0.081,0.000,0.127,0.263,0.473,0.450,YOLOv8x_BB158_500_t16_b
2022-09-10_17-57-26.jpg,precision,0.222,0.000,0.778,0.789,0.929,0.794,YOLOv8x_BB158_500_t16_b
2022-09-10_17-57-26.jpg,recall,0.113,0.000,0.132,0.283,0.491,0.509,YOLOv8x_BB426_760_t31_b
2022-09-10_17-57-26.jpg,f1score,0.150,0.000,0.226,0.417,0.642,0.621,YOLOv8x_BB158_500_t16_b
2022-09-10_17-57-26.jpg,support,53.000,0.000,53.000,53.000,53.000,53.000,DertResNet50_pre_BB426
2022-09-10_17-57-26.jpg,mAP,0.010,0.000,0.036,0.109,0.313,0.295,YOLOv8x_BB158_500_t16_b
2022-09-10_18-17-26.jpg,accuracy,0.106,0.000,0.115,0.314,0.582,0.491,YOLOv8x_BB158_500_t16_b
2022-09-10_18-17-26.jpg,precision,0.304,0.000,0.750,0.941,0.865,0.844,YOLOv8x_pre_BB426_SAHI
2022-09-10_18-17-26.jpg,recall,0.140,0.000,0.120,0.320,0.640,0.540,YOLOv8x_BB158_500_t16_b
2022-09-10_18-17-26.jpg,f1score,0.192,0.000,0.207,0.478,0.736,0.659,YOLOv8x_BB158_500_t16_b
2022-09-10_18-17-26.jpg,support,50.000,0.000,50.000,50.000,50.000,50.000,DertResNet50_pre_BB426
2022-09-10_18-17-26.jpg,mAP,0.009,0.000,0.035,0.134,0.314,0.269,YOLOv8x_BB158_500_t16_b
2022-09-11_12-40-15.jpg,accuracy,0.184,0.000,0.381,0.714,0.607,0.625,YOLOv8x_pre_BB426_SAHI
2022-09-11_12-40-15.jpg,precision,0.292,0.000,1.000,1.000,0.708,0.833,YOLOv8x_pre_BB426
2022-09-11_12-40-15.jpg,recall,0.333,0.000,0.381,0.714,0.810,0.714,YOLOv8x_BB158_500_t16_b
2022-09-11_12-40-15.jpg,f1score,0.311,0.000,0.552,0.833,0.756,0.769,YOLOv8x_pre_BB426_SAHI
2022-09-11_12-40-15.jpg,support,21.000,0.000,21.000,21.000,21.000,21.000,DertResNet50_pre_BB426
2022-09-11_12-40-15.jpg,mAP,0.049,0.000,0.173,0.305,0.442,0.374,YOLOv8x_BB158_500_t16_b
2022-10-24_17-30-16.jpg,accuracy,0.333,0.000,0.444,0.800,0.667,0.889,YOLOv8x_BB426_760_t31_b
2022-10-24_17-30-16.jpg,precision,0.500,0.000,0.800,0.800,0.667,0.889,YOLOv8x_BB426_760_t31_b
2022-10-24_17-30-16.jpg,recall,0.500,0.000,0.500,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-24_17-30-16.jpg,f1score,0.500,0.000,0.615,0.889,0.800,0.941,YOLOv8x_BB426_760_t31_b
2022-10-24_17-30-16.jpg,support,8.000,0.000,8.000,8.000,8.000,8.000,DertResNet50_pre_BB426
2022-10-24_17-30-16.jpg,mAP,0.264,0.000,0.313,0.646,0.845,0.826,YOLOv8x_BB158_500_t16_b
2022-08-28_07-00-16.jpg,accuracy,0.000,0.000,0.500,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-08-28_07-00-16.jpg,precision,0.000,0.000,0.500,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-08-28_07-00-16.jpg,recall,0.000,0.000,1.000,1.000,1.000,1.000,YOLOv8x_pre_BB426
2022-08-28_07-00-16.jpg,f1score,0.000,0.000,0.667,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-08-28_07-00-16.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-08-28_07-00-16.jpg,mAP,0.000,0.000,0.600,0.800,0.500,0.200,YOLOv8x_pre_BB426_SAHI
2022-09-08_10-20-16.jpg,accuracy,0.500,0.000,0.333,0.500,0.077,1.000,YOLOv8x_BB426_760_t31_b
2022-09-08_10-20-16.jpg,precision,1.000,0.000,0.500,1.000,0.077,1.000,DertResNet50_pre_BB426
2022-09-08_10-20-16.jpg,recall,0.500,0.000,0.500,0.500,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-09-08_10-20-16.jpg,f1score,0.667,0.000,0.500,0.667,0.143,1.000,YOLOv8x_BB426_760_t31_b
2022-09-08_10-20-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-09-08_10-20-16.jpg,mAP,0.303,0.000,0.404,0.404,0.404,0.326,YOLOv8x_pre_BB426
2022-09-09_08-00-16.jpg,accuracy,0.167,0.000,0.250,0.200,0.333,0.200,YOLOv8x_BB158_500_t16_b
2022-09-09_08-00-16.jpg,precision,0.333,0.000,1.000,0.500,0.500,0.500,YOLOv8x_pre_BB426
2022-09-09_08-00-16.jpg,recall,0.250,0.000,0.250,0.250,0.500,0.250,YOLOv8x_BB158_500_t16_b
2022-09-09_08-00-16.jpg,f1score,0.286,0.000,0.400,0.333,0.500,0.333,YOLOv8x_BB158_500_t16_b
2022-09-09_08-00-16.jpg,support,4.000,0.000,4.000,4.000,4.000,4.000,DertResNet50_pre_BB426
2022-09-09_08-00-16.jpg,mAP,0.180,0.000,0.206,0.232,0.239,0.206,YOLOv8x_BB158_500_t16_b
2022-09-10_17-31-54.jpg,accuracy,0.292,0.000,0.556,0.727,0.800,0.889,YOLOv8x_BB426_760_t31_b
2022-09-10_17-31-54.jpg,precision,0.318,0.000,1.000,0.800,0.889,1.000,YOLOv8x_pre_BB426
2022-09-10_17-31-54.jpg,recall,0.778,0.000,0.556,0.889,0.889,0.889,YOLOv8x_pre_BB426_SAHI
2022-09-10_17-31-54.jpg,f1score,0.452,0.000,0.714,0.842,0.889,0.941,YOLOv8x_BB426_760_t31_b
2022-09-10_17-31-54.jpg,support,9.000,0.000,9.000,9.000,9.000,9.000,DertResNet50_pre_BB426
2022-09-10_17-31-54.jpg,mAP,0.151,0.000,0.379,0.665,0.629,0.547,YOLOv8x_pre_BB426_SAHI
2022-10-08_12-30-16.jpg,accuracy,0.250,0.000,0.500,0.455,0.857,1.000,YOLOv8x_BB426_760_t31_b
2022-10-08_12-30-16.jpg,precision,0.333,0.000,1.000,0.500,0.857,1.000,YOLOv8x_pre_BB426
2022-10-08_12-30-16.jpg,recall,0.500,0.000,0.500,0.833,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-10-08_12-30-16.jpg,f1score,0.400,0.000,0.667,0.625,0.923,1.000,YOLOv8x_BB426_760_t31_b
2022-10-08_12-30-16.jpg,support,6.000,0.000,6.000,6.000,6.000,6.000,DertResNet50_pre_BB426
2022-10-08_12-30-16.jpg,mAP,0.141,0.000,0.219,0.578,0.761,0.771,YOLOv8x_BB426_760_t31_b
2022-10-08_14-10-16.jpg,accuracy,0.222,0.000,1.000,1.000,0.667,1.000,YOLOv8x_pre_BB426
2022-10-08_14-10-16.jpg,precision,0.222,0.000,1.000,1.000,0.667,1.000,YOLOv8x_pre_BB426
2022-10-08_14-10-16.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-08_14-10-16.jpg,f1score,0.364,0.000,1.000,1.000,0.800,1.000,YOLOv8x_pre_BB426
2022-10-08_14-10-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-08_14-10-16.jpg,mAP,0.825,0.000,0.725,0.950,0.850,0.925,YOLOv8x_pre_BB426_SAHI
2022-10-08_15-10-15.jpg,accuracy,0.200,0.000,0.333,0.667,0.333,0.250,YOLOv8x_pre_BB426_SAHI
2022-10-08_15-10-15.jpg,precision,0.222,0.000,1.000,1.000,1.000,0.500,YOLOv8x_pre_BB426
2022-10-08_15-10-15.jpg,recall,0.667,0.000,0.333,0.667,0.333,0.333,DertResNet50_pre_BB426
2022-10-08_15-10-15.jpg,f1score,0.333,0.000,0.500,0.800,0.500,0.400,YOLOv8x_pre_BB426_SAHI
2022-10-08_15-10-15.jpg,support,3.000,0.000,3.000,3.000,3.000,3.000,DertResNet50_pre_BB426
2022-10-08_15-10-15.jpg,mAP,0.105,0.000,0.303,0.631,0.337,0.337,YOLOv8x_pre_BB426_SAHI
2022-10-09_11-00-16.jpg,accuracy,0.167,0.000,0.500,0.500,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_11-00-16.jpg,precision,0.200,0.000,0.500,0.500,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_11-00-16.jpg,recall,0.500,0.000,1.000,1.000,1.000,1.000,YOLOv8x_pre_BB426
2022-10-09_11-00-16.jpg,f1score,0.286,0.000,0.667,0.667,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_11-00-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-09_11-00-16.jpg,mAP,0.000,0.000,0.150,0.652,0.601,0.900,YOLOv8x_BB426_760_t31_b
2022-10-09_13-10-16.jpg,accuracy,0.214,0.000,0.286,0.500,0.556,0.833,YOLOv8x_BB426_760_t31_b
2022-10-09_13-10-16.jpg,precision,0.273,0.000,0.667,0.556,0.625,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_13-10-16.jpg,recall,0.500,0.000,0.333,0.833,0.833,0.833,YOLOv8x_pre_BB426_SAHI
2022-10-09_13-10-16.jpg,f1score,0.353,0.000,0.444,0.667,0.714,0.909,YOLOv8x_BB426_760_t31_b
2022-10-09_13-10-16.jpg,support,6.000,0.000,6.000,6.000,6.000,6.000,DertResNet50_pre_BB426
2022-10-09_13-10-16.jpg,mAP,0.039,0.000,0.286,0.563,0.679,0.662,YOLOv8x_BB158_500_t16_b
2022-10-09_16-40-16.jpg,accuracy,0.273,0.000,0.000,0.571,0.714,0.800,YOLOv8x_BB426_760_t31_b
2022-10-09_16-40-16.jpg,precision,0.333,0.000,0.000,0.667,0.714,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_16-40-16.jpg,recall,0.600,0.000,0.000,0.800,1.000,0.800,YOLOv8x_BB158_500_t16_b
2022-10-09_16-40-16.jpg,f1score,0.429,0.000,0.000,0.727,0.833,0.889,YOLOv8x_BB426_760_t31_b
2022-10-09_16-40-16.jpg,support,5.000,0.000,5.000,5.000,5.000,5.000,DertResNet50_pre_BB426
2022-10-09_16-40-16.jpg,mAP,0.267,0.000,0.000,0.693,0.742,0.696,YOLOv8x_BB158_500_t16_b
2022-10-09_17-10-15.jpg,accuracy,0.500,0.000,0.500,0.667,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_17-10-15.jpg,precision,1.000,0.000,1.000,0.667,1.000,1.000,DertResNet50_pre_BB426
2022-10-09_17-10-15.jpg,recall,0.500,0.000,0.500,1.000,0.500,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-09_17-10-15.jpg,f1score,0.667,0.000,0.667,0.800,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-09_17-10-15.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-09_17-10-15.jpg,mAP,0.404,0.000,0.454,0.751,0.303,0.901,YOLOv8x_BB426_760_t31_b
2022-10-13_14-54-06.jpg,accuracy,1.000,0.000,1.000,0.667,0.500,1.000,DertResNet50_pre_BB426
2022-10-13_14-54-06.jpg,precision,1.000,0.000,1.000,0.667,0.500,1.000,DertResNet50_pre_BB426
2022-10-13_14-54-06.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-13_14-54-06.jpg,f1score,1.000,0.000,1.000,0.800,0.667,1.000,DertResNet50_pre_BB426
2022-10-13_14-54-06.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-13_14-54-06.jpg,mAP,0.601,0.000,0.851,0.950,0.850,0.925,YOLOv8x_pre_BB426_SAHI
2022-10-13_18-34-06.jpg,accuracy,0.000,0.000,0.500,0.667,0.500,0.500,YOLOv8x_pre_BB426_SAHI
2022-10-13_18-34-06.jpg,precision,0.000,0.000,1.000,0.667,0.500,1.000,YOLOv8x_pre_BB426
2022-10-13_18-34-06.jpg,recall,0.000,0.000,0.500,1.000,1.000,0.500,YOLOv8x_pre_BB426_SAHI
2022-10-13_18-34-06.jpg,f1score,0.000,0.000,0.667,0.800,0.667,0.667,YOLOv8x_pre_BB426_SAHI
2022-10-13_18-34-06.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-13_18-34-06.jpg,mAP,0.000,0.000,0.252,0.350,0.351,0.101,YOLOv8x_BB158_500_t16_b
2022-10-14_07-30-15.jpg,accuracy,0.000,0.000,0.000,0.000,0.333,0.000,YOLOv8x_BB158_500_t16_b
2022-10-14_07-30-15.jpg,precision,0.000,0.000,0.000,0.000,0.333,0.000,YOLOv8x_BB158_500_t16_b
2022-10-14_07-30-15.jpg,recall,0.000,0.000,0.000,0.000,1.000,0.000,YOLOv8x_BB158_500_t16_b
2022-10-14_07-30-15.jpg,f1score,0.000,0.000,0.000,0.000,0.500,0.000,YOLOv8x_BB158_500_t16_b
2022-10-14_07-30-15.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-14_07-30-15.jpg,mAP,0.000,0.000,0.000,0.000,0.200,0.000,YOLOv8x_BB158_500_t16_b
2022-10-14_11-00-15.jpg,accuracy,0.200,0.000,0.000,0.500,0.250,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_11-00-15.jpg,precision,0.200,0.000,0.000,0.500,0.250,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_11-00-15.jpg,recall,1.000,0.000,0.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-14_11-00-15.jpg,f1score,0.333,0.000,0.000,0.667,0.400,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_11-00-15.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-14_11-00-15.jpg,mAP,0.100,0.000,0.000,0.100,0.900,0.800,YOLOv8x_BB158_500_t16_b
2022-10-14_13-40-15.jpg,accuracy,0.045,0.000,0.333,0.667,0.400,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_13-40-15.jpg,precision,0.048,0.000,0.500,0.667,0.400,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_13-40-15.jpg,recall,0.500,0.000,0.500,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-14_13-40-15.jpg,f1score,0.087,0.000,0.500,0.800,0.571,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_13-40-15.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-14_13-40-15.jpg,mAP,0.404,0.000,0.404,0.769,0.579,0.505,YOLOv8x_pre_BB426_SAHI
2022-10-14_14-30-16.jpg,accuracy,0.077,0.000,0.333,0.182,0.054,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_14-30-16.jpg,precision,0.083,0.000,0.500,0.182,0.054,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_14-30-16.jpg,recall,0.500,0.000,0.500,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-14_14-30-16.jpg,f1score,0.143,0.000,0.500,0.308,0.103,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_14-30-16.jpg,support,2.000,0.000,2.000,2.000,2.000,2.000,DertResNet50_pre_BB426
2022-10-14_14-30-16.jpg,mAP,0.454,0.000,0.505,0.950,0.736,0.851,YOLOv8x_pre_BB426_SAHI
2022-10-14_16-00-16.jpg,accuracy,0.167,0.000,0.167,0.333,0.571,0.800,YOLOv8x_BB426_760_t31_b
2022-10-14_16-00-16.jpg,precision,0.500,0.000,0.500,0.667,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_16-00-16.jpg,recall,0.200,0.000,0.200,0.400,0.800,0.800,YOLOv8x_BB158_500_t16_b
2022-10-14_16-00-16.jpg,f1score,0.286,0.000,0.286,0.500,0.727,0.889,YOLOv8x_BB426_760_t31_b
2022-10-14_16-00-16.jpg,support,5.000,0.000,5.000,5.000,5.000,5.000,DertResNet50_pre_BB426
2022-10-14_16-00-16.jpg,mAP,0.062,0.000,0.166,0.200,0.395,0.346,YOLOv8x_BB158_500_t16_b
2022-10-14_16-40-16.jpg,accuracy,0.000,0.000,0.000,0.000,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_16-40-16.jpg,precision,0.000,0.000,0.000,0.000,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_16-40-16.jpg,recall,0.000,0.000,0.000,0.000,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-10-14_16-40-16.jpg,f1score,0.000,0.000,0.000,0.000,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-14_16-40-16.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-14_16-40-16.jpg,mAP,0.000,0.000,0.000,0.000,0.800,0.400,YOLOv8x_BB158_500_t16_b
2022-10-15_07-40-17.jpg,accuracy,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-15_07-40-17.jpg,precision,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-15_07-40-17.jpg,recall,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-15_07-40-17.jpg,f1score,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-15_07-40-17.jpg,support,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-15_07-40-17.jpg,mAP,1.000,0.000,1.000,0.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-16_15-24-10.jpg,accuracy,0.182,0.000,0.667,0.500,0.400,0.667,YOLOv8x_pre_BB426
2022-10-16_15-24-10.jpg,precision,0.200,0.000,1.000,0.667,0.500,1.000,YOLOv8x_pre_BB426
2022-10-16_15-24-10.jpg,recall,0.667,0.000,0.667,0.667,0.667,0.667,DertResNet50_pre_BB426
2022-10-16_15-24-10.jpg,f1score,0.308,0.000,0.800,0.667,0.571,0.800,YOLOv8x_pre_BB426
2022-10-16_15-24-10.jpg,support,3.000,0.000,3.000,3.000,3.000,3.000,DertResNet50_pre_BB426
2022-10-16_15-24-10.jpg,mAP,0.267,0.000,0.300,0.299,0.597,0.614,YOLOv8x_BB426_760_t31_b
2022-10-16_16-24-10.jpg,accuracy,0.000,0.000,0.000,0.500,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-16_16-24-10.jpg,precision,0.000,0.000,0.000,0.500,0.500,1.000,YOLOv8x_BB426_760_t31_b
2022-10-16_16-24-10.jpg,recall,0.000,0.000,0.000,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-16_16-24-10.jpg,f1score,0.000,0.000,0.000,0.667,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-16_16-24-10.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-16_16-24-10.jpg,mAP,0.000,0.000,0.000,0.800,0.800,0.900,YOLOv8x_BB426_760_t31_b
2022-10-16_17-04-10.jpg,accuracy,0.000,0.000,0.000,0.500,0.429,0.600,YOLOv8x_BB426_760_t31_b
2022-10-16_17-04-10.jpg,precision,0.000,0.000,0.000,0.750,0.600,1.000,YOLOv8x_BB426_760_t31_b
2022-10-16_17-04-10.jpg,recall,0.000,0.000,0.000,0.600,0.600,0.600,YOLOv8x_pre_BB426_SAHI
2022-10-16_17-04-10.jpg,f1score,0.000,0.000,0.000,0.667,0.600,0.750,YOLOv8x_BB426_760_t31_b
2022-10-16_17-04-10.jpg,support,5.000,0.000,5.000,5.000,5.000,5.000,DertResNet50_pre_BB426
2022-10-16_17-04-10.jpg,mAP,0.000,0.000,0.000,0.168,0.304,0.363,YOLOv8x_BB426_760_t31_b
2022-10-18_08-20-16.jpg,accuracy,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_08-20-16.jpg,precision,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_08-20-16.jpg,recall,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_08-20-16.jpg,f1score,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_08-20-16.jpg,support,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_08-20-16.jpg,mAP,1.000,0.000,0.000,0.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_11-20-15.jpg,accuracy,0.500,0.000,0.333,0.333,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-10-18_11-20-15.jpg,precision,0.500,0.000,0.333,0.333,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-10-18_11-20-15.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_11-20-15.jpg,f1score,0.667,0.000,0.500,0.500,1.000,1.000,YOLOv8x_BB158_500_t16_b
2022-10-18_11-20-15.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_11-20-15.jpg,mAP,0.200,0.000,0.400,0.000,0.800,0.900,YOLOv8x_BB426_760_t31_b
2022-10-18_12-20-15.jpg,accuracy,0.500,0.000,1.000,0.500,0.500,0.500,YOLOv8x_pre_BB426
2022-10-18_12-20-15.jpg,precision,0.500,0.000,1.000,0.500,0.500,0.500,YOLOv8x_pre_BB426
2022-10-18_12-20-15.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_12-20-15.jpg,f1score,0.667,0.000,1.000,0.667,0.667,0.667,YOLOv8x_pre_BB426
2022-10-18_12-20-15.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-18_12-20-15.jpg,mAP,0.700,0.000,0.800,0.800,0.800,0.500,YOLOv8x_pre_BB426
2022-10-18_14-10-16.jpg,accuracy,0.500,0.000,0.000,0.667,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-18_14-10-16.jpg,precision,0.600,0.000,0.000,0.667,0.667,1.000,YOLOv8x_BB426_760_t31_b
2022-10-18_14-10-16.jpg,recall,0.750,0.000,0.000,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
2022-10-18_14-10-16.jpg,f1score,0.667,0.000,0.000,0.800,0.800,1.000,YOLOv8x_BB426_760_t31_b
2022-10-18_14-10-16.jpg,support,4.000,0.000,4.000,4.000,4.000,4.000,DertResNet50_pre_BB426
2022-10-18_14-10-16.jpg,mAP,0.031,0.000,0.000,0.768,0.609,0.557,YOLOv8x_pre_BB426_SAHI
2022-10-18_15-40-15.jpg,accuracy,0.222,0.000,0.500,0.429,0.333,0.600,YOLOv8x_BB426_760_t31_b
2022-10-18_15-40-15.jpg,precision,0.286,0.000,1.000,0.500,0.375,0.750,YOLOv8x_pre_BB426
2022-10-18_15-40-15.jpg,recall,0.500,0.000,0.500,0.750,0.750,0.750,YOLOv8x_pre_BB426_SAHI
2022-10-18_15-40-15.jpg,f1score,0.364,0.000,0.667,0.600,0.500,0.750,YOLOv8x_BB426_760_t31_b
2022-10-18_15-40-15.jpg,support,4.000,0.000,4.000,4.000,4.000,4.000,DertResNet50_pre_BB426
2022-10-18_15-40-15.jpg,mAP,0.152,0.000,0.306,0.516,0.293,0.435,YOLOv8x_pre_BB426_SAHI
2022-10-19_10-30-15.jpg,accuracy,0.500,0.000,1.000,0.500,1.000,1.000,YOLOv8x_pre_BB426
2022-10-19_10-30-15.jpg,precision,0.500,0.000,1.000,0.500,1.000,1.000,YOLOv8x_pre_BB426
2022-10-19_10-30-15.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-19_10-30-15.jpg,f1score,0.667,0.000,1.000,0.667,1.000,1.000,YOLOv8x_pre_BB426
2022-10-19_10-30-15.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-19_10-30-15.jpg,mAP,0.500,0.000,0.900,0.900,0.900,1.000,YOLOv8x_BB426_760_t31_b
2022-10-19_11-50-16.jpg,accuracy,1.000,0.000,1.000,0.500,0.250,1.000,DertResNet50_pre_BB426
2022-10-19_11-50-16.jpg,precision,1.000,0.000,1.000,0.500,0.250,1.000,DertResNet50_pre_BB426
2022-10-19_11-50-16.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-19_11-50-16.jpg,f1score,1.000,0.000,1.000,0.667,0.400,1.000,DertResNet50_pre_BB426
2022-10-19_11-50-16.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-19_11-50-16.jpg,mAP,0.300,0.000,0.800,0.800,0.900,0.900,YOLOv8x_BB158_500_t16_b
2022-10-20_07-50-16.jpg,accuracy,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_07-50-16.jpg,precision,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_07-50-16.jpg,recall,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_07-50-16.jpg,f1score,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_07-50-16.jpg,support,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_07-50-16.jpg,mAP,1.000,0.000,1.000,1.000,1.000,0.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,accuracy,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,precision,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,recall,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,f1score,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,support,1.000,0.000,1.000,1.000,1.000,1.000,DertResNet50_pre_BB426
2022-10-20_11-00-16.jpg,mAP,0.700,0.000,0.900,1.000,1.000,1.000,YOLOv8x_pre_BB426_SAHI
